tconst,titleType,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,original_language,is_franchise,budget,revenue,saga_position
tt0004972,movie,The Birth of a Nation,1915,195,"Drama,War",6.1,28372,en,True,100000.0,11000000.0,1.0
tt0020629,movie,All Quiet on the Western Front,1930,152,"Drama,War",8.1,72260,en,True,1448864.0,3270000.0,1.0
tt0021814,movie,Dracula,1931,74,"Drama,Fantasy,Horror",7.3,64994,en,True,355000.0,700000.0,1.0
tt0021884,movie,Frankenstein,1931,70,"Drama,Horror,Sci-Fi",7.7,88142,en,True,291000.0,12000000.0,1.0
tt0023245,movie,The Mummy,1932,73,"Fantasy,Horror",6.9,33453,en,True,196000.0,1408.0,1.0
tt0023563,movie,The Testament of Dr. Mabuse,1933,122,"Crime,Mystery,Thriller",7.9,14638,de,True,0.0,27690.0,2.0
tt0024184,movie,The Invisible Man,1933,71,"Horror,Sci-Fi",7.6,44319,en,True,328000.0,27105.0,1.0
tt0024216,movie,King Kong,1933,100,"Adventure,Horror",7.9,96179,en,True,672000.0,10001781.0,1.0
tt0025878,movie,The Thin Man,1934,91,"Comedy,Crime,Mystery",7.9,35351,en,True,226408.0,1423000.0,1.0
tt0026138,movie,Bride of Frankenstein,1935,75,"Drama,Horror,Sci-Fi",7.8,59183,en,True,393750.0,2000000.0,2.0
tt0027260,movie,After the Thin Man,1936,112,"Comedy,Crime,Mystery",7.6,13213,en,True,673000.0,3165000.0,2.0
tt0031448,movie,The Hound of the Baskervilles,1939,80,"Crime,Mystery,Thriller",7.4,12982,en,True,0.0,0.0,1.0
tt0031951,movie,Son of Frankenstein,1939,99,"Drama,Horror,Sci-Fi",7.1,13478,en,True,420000.0,0.0,3.0
tt0032455,movie,Fantasia,1940,124,"Animation,Family,Fantasy",7.7,111626,en,True,2280000.0,76411819.0,1.0
tt0034398,movie,The Wolf Man,1941,70,"Horror,Mystery,Romance",7.2,34537,en,True,180000.0,0.0,1.0
tt0034492,movie,Bambi,1942,69,"Adventure,Animation,Drama",7.3,165826,en,True,858000.0,267447150.0,1.0
tt0034587,movie,Cat People,1942,73,"Fantasy,Horror,Thriller",7.2,28762,en,True,134000.0,4000000.0,1.0
tt0035093,movie,Mrs. Miniver,1942,134,"Drama,Romance,War",7.6,21390,en,True,1344000.0,13500000.0,1.0
tt0035899,movie,Frankenstein Meets the Wolf Man,1943,74,"Fantasy,Horror,Sci-Fi",6.4,11085,en,True,1200000.0,0.0,2.0
tt0036872,movie,Going My Way,1944,126,"Comedy,Drama,Music",7.0,14868,en,True,0.0,16300000.0,1.0
tt0037536,movie,The Bells of St. Mary's,1945,126,Drama,7.2,10602,en,True,0.0,21300000.0,2.0
tt0037824,movie,"Ivan the Terrible, Part I",1944,95,"Biography,Drama,History",7.6,11807,ru,True,0.0,0.0,1.0
tt0038166,movie,The Three Caballeros,1944,71,"Animation,Comedy,Family",6.3,17260,en,True,0.0,6710000.0,2.0
tt0041719,movie,Orpheus,1950,112,"Drama,Fantasy,Romance",7.8,14588,fr,True,0.0,0.0,2.0
tt0042286,movie,Broken Arrow,1950,93,"Drama,Romance,Western",7.1,10847,en,True,0.0,3600000.0,1.0
tt0042332,movie,Cinderella,1950,74,"Animation,Family,Fantasy",7.3,187986,en,True,2900000.0,263600000.0,1.0
tt0042451,movie,Father of the Bride,1950,92,"Comedy,Drama,Romance",7.1,13569,en,True,0.0,0.0,1.0
tt0043067,movie,Treasure Island,1950,96,"Adventure,Drama,Family",6.9,10820,en,True,0.0,4419657.0,1.0
tt0045920,movie,It Came from Outer Space,1953,81,"Horror,Sci-Fi",6.5,12893,en,True,800000.0,1600000.0,1.0
tt0046183,movie,Peter Pan,1953,77,"Adventure,Animation,Family",7.2,166288,en,True,4000000.0,87400000.0,1.0
tt0046247,movie,The Robe,1953,135,"Drama,History,Romance",6.7,12982,en,True,4350000.0,36000000.0,1.0
tt0046876,movie,Creature from the Black Lagoon,1954,79,"Horror,Sci-Fi",6.9,38551,en,True,0.0,1300000.0,1.0
tt0047034,movie,Godzilla,1954,96,"Horror,Sci-Fi",7.6,45654,ja,True,60000.0,2250000.0,1.0
tt0047444,movie,Samurai I: Musashi Miyamoto,1954,93,"Action,Adventure,Biography",7.4,10398,ja,True,0.0,0.0,1.0
tt0048280,movie,Lady and the Tramp,1955,76,"Adventure,Animation,Comedy",7.3,162559,en,True,4000000.0,36359037.0,1.0
tt0048380,movie,Mister Roberts,1955,123,"Comedy,Drama,War",7.6,19747,en,True,0.0,0.0,1.0
tt0048473,movie,Pather Panchali,1955,125,"Drama,History",8.2,41820,bn,True,0.0,536364.0,1.0
tt0048624,movie,Sissi,1955,102,"Comedy,Drama,History",7.0,11168,de,True,6000000.0,0.0,1.0
tt0048956,movie,Aparajito,1956,110,Drama,8.2,19804,bn,True,0.0,170215.0,2.0
tt0048977,movie,The Bad Seed,1956,129,"Drama,Horror,Thriller",7.4,17829,en,True,1000000.0,0.0,1.0
tt0050280,movie,The Curse of Frankenstein,1957,83,"Horror,Sci-Fi,Thriller",7.0,14879,en,True,270000.0,8000000.0,1.0
tt0050798,movie,Old Yeller,1957,83,"Adventure,Drama,Family",7.2,16764,en,True,21909000.0,0.0,1.0
tt0051337,movie,The 7th Voyage of Sinbad,1958,88,"Action,Adventure,Family",7.0,16400,en,True,650000.0,0.0,1.0
tt0051418,movie,The Blob,1958,86,"Horror,Sci-Fi",6.3,32375,en,True,110000.0,4000000.0,1.0
tt0051554,movie,Horror of Dracula,1958,82,"Drama,Horror",7.2,30020,en,True,104880.0,3500000.0,1.0
tt0051622,movie,The Fly,1958,94,"Drama,Horror,Sci-Fi",7.1,28052,en,True,700000.0,3000000.0,1.0
tt0052216,movie,Big Deal on Madonna Street,1958,106,"Comedy,Crime",7.9,12899,it,True,0.0,0.0,1.0
tt0052572,movie,The World of Apu,1959,105,Drama,8.4,20131,bn,True,0.0,134241.0,3.0
tt0053084,movie,The Mouse That Roared,1959,83,"Adventure,Comedy",6.9,10201,en,True,0.0,0.0,1.0
tt0053085,movie,The Mummy,1959,88,"Adventure,Horror",6.6,12795,en,True,0.0,0.0,1.0
tt0053114,movie,The Human Condition I: No Greater Love,1959,208,"Drama,History,War",8.5,11397,ja,True,0.0,0.0,1.0
tt0053198,movie,The 400 Blows,1959,99,"Crime,Drama",8.0,134913,fr,True,0.0,0.0,1.0
tt0053677,movie,The Brides of Dracula,1960,85,Horror,6.6,10147,en,True,0.0,0.0,2.0
tt0054047,movie,The Magnificent Seven,1960,128,"Action,Adventure,Drama",7.7,110861,en,True,2000000.0,19500000.0,1.0
tt0054215,movie,Psycho,1960,109,"Drama,Horror,Mystery",8.5,788241,en,True,806947.0,50000000.0,1.0
tt0054443,movie,Village of the Damned,1960,77,"Horror,Sci-Fi",7.3,21429,en,True,200000.0,2175000.0,1.0
tt0054594,movie,The Absent Minded Professor,1961,97,"Comedy,Family,Sci-Fi",6.7,10127,en,True,2000000.0,0.0,1.0
tt0054953,movie,The Guns of Navarone,1961,158,"Action,Adventure,Drama",7.5,59901,en,True,6000000.0,28900000.0,1.0
tt0054997,movie,The Hustler,1961,134,"Drama,Sport",7.9,90089,en,True,2000000.0,7600000.0,1.0
tt0055254,movie,One Hundred and One Dalmatians,1961,79,"Adventure,Animation,Comedy",7.3,197415,en,True,3600000.0,303000000.0,1.0
tt0055277,movie,The Parent Trap,1961,129,"Comedy,Family,Romance",7.2,26455,en,True,0.0,29650385.0,
tt0055630,movie,Yojimbo,1961,110,"Action,Drama,Thriller",8.2,143635,ja,True,0.0,0.0,1.0
tt0055928,movie,Dr. No,1962,110,"Action,Adventure,Thriller",7.2,196595,en,True,1000000.0,59000000.0,1.0
tt0056142,movie,King Kong vs. Godzilla,1963,91,"Action,Adventure,Comedy",5.7,12161,en,True,12000.0,2700000.0,3.0
tt0056443,movie,Sanjuro,1962,96,"Action,Drama,Thriller",8.0,43378,ja,True,0.0,0.0,2.0
tt0056869,movie,The Birds,1963,119,"Drama,Horror,Mystery",7.6,220878,en,True,2500000.0,11500000.0,1.0
tt0057076,movie,From Russia with Love,1963,115,"Action,Adventure,Thriller",7.3,159623,en,True,2000000.0,78900000.0,2.0
tt0057115,movie,The Great Escape,1963,172,"Adventure,Drama,Thriller",8.2,278267,en,True,4000000.0,11700000.0,1.0
tt0057251,movie,Lilies of the Field,1963,94,"Comedy,Drama",7.5,15489,en,True,247000.0,7000000.0,1.0
tt0057413,movie,The Pink Panther,1963,115,"Comedy,Crime,Romance",7.0,62040,en,True,0.0,10878107.0,1.0
tt0058089,movie,Fantomas,1964,104,"Adventure,Comedy,Crime",6.9,13720,fr,True,0.0,0.0,1.0
tt0058135,movie,The Gendarme of Saint-Tropez,1964,90,"Comedy,Crime",7.1,15376,fr,True,230769.0,10500000.0,1.0
tt0058150,movie,Goldfinger,1964,110,"Action,Adventure,Thriller",7.7,218565,en,True,3000000.0,124900000.0,3.0
tt0058331,movie,Mary Poppins,1964,139,"Comedy,Family,Fantasy",7.8,199296,en,True,4650000.0,103100000.0,1.0
tt0058379,movie,Mothra vs. Godzilla,1964,89,"Adventure,Fantasy,Sci-Fi",6.5,11839,ja,True,0.0,10000000.0,4.0
tt0058586,movie,A Shot in the Dark,1964,102,"Comedy,Crime,Mystery",7.3,34205,en,True,0.0,12368234.0,2.0
tt0058777,movie,Zulu,1964,138,"Drama,History,War",7.7,46422,en,True,1720000.0,8000000.0,1.0
tt0058898,movie,Alphaville,1965,99,"Comedy,Drama,Mystery",6.9,30196,fr,True,220000.0,46585.0,8.0
tt0059127,movie,Dracula: Prince of Darkness,1966,90,Horror,6.6,12002,en,True,280379.0,364937.0,3.0
tt0059319,movie,The Ipcress File,1965,109,"Drama,Thriller",7.1,19684,en,True,0.0,0.0,1.0
tt0059800,movie,Thunderball,1965,130,"Action,Adventure,Thriller",6.9,138418,en,True,9000000.0,141200000.0,4.0
tt0060086,movie,Alfie,1966,114,"Comedy,Drama",7.0,16903,en,True,0.0,0.0,1.0
tt0060315,movie,Django,1966,91,"Action,Drama,Western",7.2,34318,it,True,0.0,17277.0,1.0
tt0060490,movie,Harper,1966,121,"Crime,Drama,Mystery",6.8,12274,en,True,3500000.0,12000000.0,1.0
tt0060666,movie,Manos: The Hands of Fate,1966,70,Horror,1.7,38504,en,True,19000.0,0.0,3.0
tt0061101,movie,Tokyo Drifter,1966,82,"Action,Crime",7.1,10624,ja,True,0.0,0.0,1.0
tt0061138,movie,A Man and a Woman,1966,102,"Drama,Romance",7.5,13666,fr,True,0.0,0.0,1.0
tt0061369,movie,Asterix the Gaul,1967,68,"Action,Adventure,Animation",6.6,13202,fr,True,0.0,1325312.0,1.0
tt0061578,movie,The Dirty Dozen,1967,150,"Action,Adventure,War",7.7,84326,en,True,5400000.0,45300000.0,1.0
tt0061811,movie,In the Heat of the Night,1967,110,"Drama,Mystery,Thriller",7.9,91653,en,True,2000000.0,27379978.0,1.0
tt0061852,movie,The Jungle Book,1967,78,"Adventure,Animation,Comedy",7.6,214147,en,True,4000000.0,378000000.0,1.0
tt0062168,movie,Five Million Years to Earth,1967,97,"Horror,Mystery,Sci-Fi",7.0,12649,en,True,367085.0,750000.0,3.0
tt0062376,movie,"To Sir, with Love",1967,105,Drama,7.6,22084,en,True,625000.0,42432803.0,1.0
tt0062512,movie,You Only Live Twice,1967,117,"Action,Adventure,Thriller",6.8,127971,en,True,9500000.0,111600000.0,5.0
tt0062622,movie,2001: A Space Odyssey,1968,149,"Adventure,Sci-Fi",8.3,786065,en,True,12000000.0,71923560.0,1.0
tt0062687,movie,Asterix and Cleopatra,1968,72,"Adventure,Animation,Comedy",7.2,16031,fr,True,0.0,1090041.0,2.0
tt0062695,movie,Stolen Kisses,1968,91,"Comedy,Drama,Romance",7.5,16645,fr,True,350000.0,1500000.0,3.0
tt0062994,movie,Funny Girl,1968,151,"Biography,Comedy,Drama",7.4,27518,en,True,14100000.0,58707416.0,1.0
tt0063350,movie,Night of the Living Dead,1968,96,"Horror,Thriller",7.8,151529,en,True,114000.0,30236452.0,1.0
tt0063374,movie,The Odd Couple,1968,105,Comedy,7.6,40122,en,True,1200000.0,44527234.0,1.0
tt0063442,movie,Planet of the Apes,1968,112,"Adventure,Sci-Fi",8.0,210148,en,True,5800000.0,32589624.0,1.0
tt0063522,movie,Rosemary's Baby,1968,137,"Drama,Horror",8.0,259088,en,True,3200000.0,33395426.0,1.0
tt0063850,movie,If....,1968,111,"Crime,Drama",7.4,26529,en,True,500000.0,4600000.0,1.0
tt0064115,movie,Butch Cassidy and the Sundance Kid,1969,110,"Adventure,Biography,Crime",8.0,238670,en,True,6000000.0,102308889.0,1.0
tt0064276,movie,Easy Rider,1969,95,"Adventure,Drama",7.2,122814,en,True,400000.0,60000000.0,1.0
tt0064603,movie,The Love Bug,1968,108,"Comedy,Family,Sport",6.5,19127,en,True,0.0,51264022.0,1.0
tt0064757,movie,On Her Majesty's Secret Service,1969,142,"Action,Adventure,Thriller",6.7,109248,en,True,7000000.0,82000000.0,6.0
tt0065126,movie,True Grit,1969,128,"Adventure,Drama,Western",7.4,54163,en,True,0.0,37659900.0,1.0
tt0065377,movie,Airport,1970,137,"Action,Drama,Thriller",6.6,24803,en,True,10000000.0,100489151.0,1.0
tt0065462,movie,Beneath the Planet of the Apes,1970,95,"Action,Adventure,Sci-Fi",6.0,56657,en,True,3000000.0,18999718.0,2.0
tt0065651,movie,Bed & Board,1970,97,"Comedy,Drama,Romance",7.4,11642,fr,True,0.0,0.0,4.0
tt0066011,movie,Love Story,1970,100,"Drama,Romance",6.9,40422,en,True,2200000.0,136400000.0,1.0
tt0066049,movie,A Man Called Horse,1970,114,"Adventure,Drama,Western",6.8,10260,en,True,0.0,0.0,1.0
tt0066206,movie,Patton,1970,172,"Biography,Drama,War",7.9,113426,en,True,12000000.0,89800000.0,1.0
tt0066740,movie,The Abominable Dr. Phibes,1971,94,"Comedy,Horror",7.0,18155,en,True,0.0,1827000.0,1.0
tt0066995,movie,Diamonds Are Forever,1971,120,"Action,Adventure,Thriller",6.5,123779,en,True,7200000.0,116019547.0,7.0
tt0066999,movie,Dirty Harry,1971,102,"Action,Crime,Thriller",7.7,181656,en,True,4000000.0,35976000.0,1.0
tt0067065,movie,Escape from the Planet of the Apes,1971,98,"Action,Sci-Fi",6.3,44851,en,True,2500000.0,12348905.0,3.0
tt0067116,movie,The French Connection,1971,104,"Action,Crime,Drama",7.6,151138,en,True,1800000.0,41200000.0,1.0
tt0067328,movie,The Last Picture Show,1971,118,"Drama,Romance",8.0,57151,en,True,1300000.0,29133000.0,1.0
tt0067355,movie,They Call Me Trinity,1970,115,"Comedy,Western",7.4,28424,it,True,0.0,0.0,1.0
tt0067741,movie,Shaft,1971,100,"Action,Crime,Thriller",6.6,23084,en,True,1125000.0,12121618.0,1.0
tt0067803,movie,Summer of '42,1971,104,"Drama,Romance",7.2,10107,en,True,0.0,0.0,1.0
tt0068154,movie,Trinity Is Still My Name,1971,117,"Comedy,Western",7.2,19330,it,True,0.0,2100000.0,2.0
tt0068408,movie,Conquest of the Planet of the Apes,1972,88,"Action,Sci-Fi",6.1,40651,en,True,1700000.0,9700000.0,4.0
tt0068612,movie,Fritz the Cat,1972,78,"Animation,Comedy,Drama",6.2,16187,en,True,700000.0,90000000.0,1.0
tt0068646,movie,The Godfather,1972,175,"Crime,Drama",9.2,2234631,en,True,6000000.0,245066411.0,1.0
tt0068655,movie,The Tall Blond Man with One Black Shoe,1972,90,"Comedy,Mystery",7.2,10230,fr,True,0.0,4300000.0,1.0
tt0068767,movie,Fist of Fury,1972,107,"Action,Drama,Romance",7.2,37401,zh,True,100000.0,100000000.0,1.0
tt0069113,movie,The Poseidon Adventure,1972,117,"Action,Adventure,Drama",7.1,54259,en,True,5000000.0,84563118.0,1.0
tt0069341,movie,Tales from the Crypt,1972,92,"Drama,Horror,Mystery",6.8,14708,en,True,0.0,0.0,1.0
tt0069704,movie,American Graffiti,1973,110,"Comedy,Drama",7.4,105886,en,True,777000.0,140000000.0,1.0
tt0069768,movie,Battle for the Planet of the Apes,1973,93,"Action,Sci-Fi",5.4,37988,en,True,1700000.0,8844595.0,5.0
tt0070016,movie,Charlotte's Web,1973,94,"Adventure,Animation,Drama",6.9,22957,en,True,0.0,5232000.0,1.0
tt0070047,movie,The Exorcist,1973,122,Horror,8.1,499846,en,True,12000000.0,441306145.0,1.0
tt0070328,movie,Live and Let Die,1973,121,"Action,Adventure,Thriller",6.7,125200,en,True,7000000.0,126400000.0,8.0
tt0070355,movie,Magnum Force,1973,124,"Action,Crime,Mystery",7.2,71977,en,True,0.0,39768000.0,2.0
tt0070735,movie,The Sting,1973,129,"Comedy,Crime,Drama",8.2,303120,en,True,5500000.0,159616327.0,1.0
tt0070909,movie,Westworld,1973,88,"Action,Drama,Sci-Fi",6.9,67724,en,True,1200000.0,10000000.0,1.0
tt0071110,movie,Airport 1975,1974,107,"Action,Drama,Thriller",5.8,13520,en,True,3000000.0,102985152.0,2.0
tt0071315,movie,Chinatown,1974,130,"Drama,Mystery,Thriller",8.1,377428,en,True,6000000.0,30000000.0,1.0
tt0071402,movie,Death Wish,1974,93,"Action,Crime,Drama",6.9,48371,en,True,3000000.0,76600000.0,1.0
tt0071464,movie,Emmanuelle,1974,95,"Drama,Romance",5.2,12347,fr,True,500000.0,20200000.0,1.0
tt0071562,movie,The Godfather Part II,1974,202,"Crime,Drama",9.0,1499665,en,True,13000000.0,102600000.0,2.0
tt0071569,movie,The Golden Voyage of Sinbad,1973,105,"Action,Adventure,Fantasy",6.8,11981,en,True,0.0,11000000.0,2.0
tt0071571,movie,Gone in 60 Seconds,1974,98,"Action,Crime,Drama",6.3,10841,en,True,1000000.0,40000000.0,1.0
tt0071807,movie,The Man with the Golden Gun,1974,125,"Action,Adventure,Thriller",6.7,122299,en,True,7000000.0,97600000.0,9.0
tt0072081,movie,The Return of the Pink Panther,1975,113,"Comedy,Crime,Mystery",7.0,32578,en,True,5000000.0,41833347.0,4.0
tt0072271,movie,The Texas Chain Saw Massacre,1974,83,Horror,7.4,213418,en,True,140000.0,30922680.0,1.0
tt0072281,movie,The Three Musketeers,1973,106,"Action,Adventure,Romance",7.1,20632,en,True,4500000.0,22018000.0,1.0
tt0072856,movie,Death Race 2000,1975,80,"Action,Comedy,Sci-Fi",6.2,32921,en,True,300000.0,8000000.0,1.0
tt0072901,movie,The Twelve Tasks of Asterix,1976,82,"Adventure,Animation,Comedy",7.7,21457,fr,True,0.0,0.0,3.0
tt0072951,movie,Escape to Witch Mountain,1975,97,"Adventure,Family,Fantasy",6.3,12429,en,True,0.0,20000000.0,1.0
tt0072973,movie,"Farewell, My Lovely",1975,95,"Crime,Drama,Mystery",7.0,10964,en,True,2500000.0,2000000.0,1.0
tt0073012,movie,The Four Musketeers,1974,108,"Action,Adventure,Romance",6.9,12773,en,True,0.0,8760000.0,2.0
tt0073018,movie,French Connection II,1975,119,"Action,Crime,Drama",6.7,23254,en,True,4300000.0,12500000.0,2.0
tt0073076,movie,Grey Gardens,1975,95,"Comedy,Documentary,Drama",7.5,16938,en,True,0.0,30966.0,1.0
tt0073195,movie,Jaws,1975,124,"Adventure,Drama,Horror",8.1,741611,en,True,7000000.0,470653000.0,1.0
tt0073629,movie,The Rocky Horror Picture Show,1975,100,"Comedy,Horror,Musical",7.4,184469,en,True,1400000.0,171181400.0,1.0
tt0073636,movie,Rooster Cogburn,1975,108,"Adventure,Drama,Western",6.8,14490,en,True,10000000.0,17594566.0,2.0
tt0073747,movie,The Stepford Wives,1975,115,"Horror,Mystery,Sci-Fi",6.9,21804,en,True,500000.0,8700000.0,1.0
tt0074174,movie,The Bad News Bears,1976,102,"Comedy,Drama,Family",7.3,27627,en,True,9000000.0,42349782.0,1.0
tt0074285,movie,Carrie,1976,98,Horror,7.4,229375,en,True,1800000.0,33800000.0,1.0
tt0074483,movie,The Enforcer,1976,96,"Action,Crime,Thriller",6.7,53252,en,True,9000000.0,46236000.0,3.0
tt0074559,movie,Futureworld,1976,108,"Sci-Fi,Thriller",5.7,13053,en,True,2500000.0,4200000.0,2.0
tt0074695,movie,Cross of Iron,1977,119,"Drama,War",7.4,31710,en,True,6000000.0,1509000.0,1.0
tt0074751,movie,King Kong,1976,134,"Adventure,Horror",6.0,38463,en,True,23000000.0,90614445.0,1.0
tt0075005,movie,The Omen,1976,111,"Horror,Mystery",7.5,146731,en,True,2800000.0,60922980.0,1.0
tt0075029,movie,The Outlaw Josey Wales,1976,135,"Drama,Western",7.8,87186,en,True,3700000.0,31800000.0,1.0
tt0075066,movie,The Pink Panther Strikes Again,1976,103,"Comedy,Crime",7.1,34584,en,True,6000000.0,33833201.0,5.0
tt0075148,movie,Rocky,1976,120,"Drama,Sport",8.1,692919,en,True,1000000.0,117253345.0,1.0
tt0075342,movie,The Town That Dreaded Sundown,1976,90,"Crime,Drama,Horror",6.0,11305,en,True,400000.0,0.0,1.0
tt0075648,movie,Airport '77,1977,114,"Action,Drama,Thriller",5.8,13920,en,True,6000000.0,91100000.0,3.0
tt0075809,movie,The Car,1977,96,"Action,Fantasy,Horror",6.2,13073,en,True,0.0,0.0,1.0
tt0076009,movie,Exorcist II: The Heretic,1977,117,Horror,3.8,30935,en,True,14000000.0,30749142.0,2.0
tt0076327,movie,Looking for Mr. Goodbar,1977,136,Drama,6.7,10015,en,True,0.0,22512655.0,1.0
tt0076489,movie,"Oh, God!",1977,98,"Comedy,Fantasy",6.6,11671,en,True,0.0,41687243.0,1.0
tt0076578,movie,Pumping Iron,1977,86,"Documentary,Sport",7.3,26746,en,True,1000000.0,0.0,1.0
tt0076618,movie,The Rescuers,1977,77,"Adventure,Animation,Comedy",6.9,75598,en,True,7500000.0,169015869.0,1.0
tt0076666,movie,Saturday Night Fever,1977,119,"Drama,Music",6.8,95069,en,True,3500000.0,237113184.0,1.0
tt0076723,movie,Slap Shot,1977,123,"Comedy,Drama,Sport",7.2,45424,en,True,6000000.0,28000000.0,1.0
tt0076729,movie,Smokey and the Bandit,1977,96,"Action,Adventure,Comedy",7.0,63114,en,True,4300000.0,126700000.0,1.0
tt0076752,movie,The Spy Who Loved Me,1977,125,"Action,Adventure,Thriller",7.0,125785,en,True,13500000.0,185438673.0,10.0
tt0076759,movie,Star Wars: Episode IV - A New Hope,1977,121,"Action,Adventure,Fantasy",8.6,1575894,en,True,11000000.0,775398007.0,1.0
tt0077215,movie,Battlestar Galactica,1978,148,"Action,Adventure,Sci-Fi",6.8,11788,en,True,3000000.0,0.0,1.0
tt0077288,movie,La Cage aux Folles,1978,97,Comedy,7.2,13163,fr,True,1100000.0,20424259.0,1.0
tt0077394,movie,Damien: Omen II,1978,107,Horror,6.2,40173,en,True,6800000.0,26518355.0,2.0
tt0077402,movie,Dawn of the Dead,1978,127,"Horror,Thriller",7.8,136922,en,True,640000.0,55000000.0,2.0
tt0077413,movie,Death on the Nile,1978,140,"Crime,Drama,Mystery",7.3,44727,en,True,7920000.0,14560084.0,1.0
tt0077523,movie,Every Which Way But Loose,1978,114,"Action,Comedy",6.3,31354,en,True,5000000.0,85196485.0,1.0
tt0077572,movie,Force 10 from Navarone,1978,118,"Action,Drama,War",6.4,21462,en,True,5000000.0,7230000.0,2.0
tt0077631,movie,Grease,1978,110,"Comedy,Musical,Romance",7.2,327378,en,True,6000000.0,396271103.0,1.0
tt0077651,movie,Halloween,1978,91,"Horror,Thriller",7.7,340313,en,True,325000.0,70260597.0,1.0
tt0077681,movie,The Hills Have Eyes,1977,90,"Horror,Thriller",6.3,42871,en,True,350000.0,25000000.0,1.0
tt0077713,movie,I Spit on Your Grave,1978,101,"Horror,Thriller",5.7,34469,en,True,80000.0,0.0,1.0
tt0077766,movie,Jaws 2,1978,116,"Adventure,Horror,Thriller",5.8,91738,en,True,20000000.0,187884000.0,2.0
tt0078087,movie,Piranha,1978,94,"Comedy,Horror,Sci-Fi",5.9,28125,en,True,660000.0,16000000.0,1.0
tt0078163,movie,Revenge of the Pink Panther,1978,99,"Comedy,Crime,Mystery",6.6,25146,en,True,12000000.0,49579269.0,6.0
tt0078243,movie,The 36th Chamber of Shaolin,1978,116,"Action,Adventure,Drama",7.6,20563,zh,True,0.0,0.0,1.0
tt0078346,movie,Superman,1978,143,"Action,Adventure,Sci-Fi",7.4,207412,en,True,55000000.0,300478449.0,1.0
tt0078446,movie,Up in Smoke,1978,86,"Adventure,Comedy,Music",6.9,43680,en,True,0.0,41590893.0,1.0
tt0078492,movie,The Wild Geese,1978,134,"Action,Adventure,Drama",6.8,15793,en,True,11600000.0,9900000.0,1.0
tt0078748,movie,Alien,1979,117,"Horror,Sci-Fi",8.4,1067947,en,True,11000000.0,104931801.0,1.0
tt0078767,movie,The Amityville Horror,1979,117,Horror,6.2,49274,en,True,4700000.0,86432488.0,1.0
tt0078872,movie,The Black Stallion,1979,118,"Adventure,Family,Sport",7.4,15384,en,True,2700000.0,37799643.0,1.0
tt0078907,movie,French Fried Vacation 2,1979,90,Comedy,7.4,10218,fr,True,0.0,0.0,2.0
tt0079200,movie,The Gendarme and the Extra-Terrestrials,1979,96,"Comedy,Crime,Sci-Fi",6.3,10485,fr,True,0.0,0.0,5.0
tt0079367,movie,The Jerk,1979,94,Comedy,7.1,68964,en,True,4000000.0,100000000.0,1.0
tt0079501,movie,Mad Max,1979,88,"Action,Adventure,Sci-Fi",6.8,245612,en,True,350000.0,100000000.0,1.0
tt0079540,movie,Meatballs,1979,94,Comedy,6.2,26201,en,True,1207520.0,0.0,1.0
tt0079574,movie,Moonraker,1979,126,"Action,Adventure,Sci-Fi",6.3,118096,en,True,34000000.0,210308099.0,11.0
tt0079588,movie,The Muppet Movie,1979,95,"Adventure,Comedy,Family",7.6,42800,en,True,8000000.0,75161953.0,1.0
tt0079714,movie,Phantasm,1979,89,"Horror,Sci-Fi",6.6,45129,en,True,300000.0,11988469.0,1.0
tt0079813,movie,Rock 'n' Roll High School,1979,93,"Comedy,Music",6.6,12287,en,True,200000.0,0.0,1.0
tt0079817,movie,Rocky II,1979,119,"Drama,Sport",7.3,251178,en,True,7000000.0,200182160.0,2.0
tt0079833,movie,Lupin III: The Castle of Cagliostro,1979,102,"Adventure,Animation,Comedy",7.6,36031,ja,True,7202188.0,8194857.0,2.0
tt0079945,movie,Star Trek: The Motion Picture,1979,143,"Adventure,Mystery,Sci-Fi",6.4,101551,en,True,44000000.0,139346243.0,1.0
tt0080040,movie,Tourist Trap,1979,90,Horror,6.0,15120,en,True,800000.0,0.0,1.0
tt0080057,movie,Zombie,1979,91,Horror,6.8,33465,it,True,497000.0,1925000.0,1.0
tt0080130,movie,When a Stranger Calls,1979,97,"Horror,Mystery,Thriller",6.4,15999,en,True,1500000.0,25000000.0,1.0
tt0080179,movie,Drunken Master,1978,111,"Action,Comedy",7.4,47968,cn,True,0.0,16483650.0,1.0
tt0080339,movie,Airplane!,1980,88,Comedy,7.7,289736,en,True,3500000.0,83453539.0,1.0
tt0080354,movie,Alligator,1980,91,"Horror,Sci-Fi,Thriller",6.1,18512,en,True,1500000.0,0.0,1.0
tt0080377,movie,Any Which Way You Can,1980,116,"Action,Comedy",6.1,22630,en,True,15000000.0,70687344.0,2.0
tt0080391,movie,Attack of the Killer Tomatoes!,1978,83,"Adventure,Comedy,Horror",4.6,16518,en,True,100420.0,567000.0,1.0
tt0080453,movie,The Blue Lagoon,1980,104,"Adventure,Drama,Romance",5.8,83652,en,True,4500000.0,58853106.0,1.0
tt0080455,movie,The Blues Brothers,1980,133,"Adventure,Comedy,Crime",7.9,230346,en,True,27000000.0,115229890.0,1.0
tt0080487,movie,Caddyshack,1980,98,"Comedy,Sport",7.2,133676,en,True,6000000.0,39846344.0,1.0
